Feature ID	Taxon	Confidence
48df99bf32cb1ea8816564c4f50c2e2c	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingosinicella;s__	0.7370198701462507
200a225381e8f95646eef73d353a7a94	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	0.9999999808334226
cc162913adfe64a781a42314de91ecc8	d__Bacteria;p__Firmicutes;c__Clostridia	0.9813101373557007
7cd96dbaaa508a83dec871e882862101	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__	0.9631783232409327
49ddcb54ae54ef16f049526e33c9f835	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas;s__	0.9620191189549067
ed8239d2cc688b3b96d2c24fe5fb313d	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia;s__	0.9920903446320317
b83af413f6600412918e9af115593fb7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter;s__	0.709558544982104
1fe8ada2eb81b8cbfef5d6e0ccd9160d	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__	0.9690632087320958
c566ab8cd7963daca490f4ca354ef058	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__	0.999998462538559
4b02f1b72706796c8430d5c687185c10	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales;g__Gastranaerophilales;s__	0.9628225441634469
4644e14f25595783768f01523be9d944	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK3A20_group;s__	0.9434993847689513
7c037f9aed32e0db06fa40c8adbffd46	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas;s__	0.9054404313671977
bfd802e1fc022b0067e23a27156352fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__	0.8441216979818535
64275f69e9b202a39d61aabdd726b0c4	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__	0.9694908500930691
17a52774a6ee014eafc1af8adde1ccee	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.7613054159725051
ee22518c25aef94f707f4fc019602a3e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9166636463586364
ed06f1444d9f701e8fcaa6283fdccfae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.9999363930240659
ceb6fcf93b2e50b365278cc3d76d06ab	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae	0.9613238432292134
09045d6c4fd3a2c4df7308508827bd84	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__	0.9719286022598594
bb891b288d01823ef3abf1c86431641a	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__	0.9707934007212434
